bpolicyc,fec_effec,fec_exp,uso_veh,tipo_veh,edad_asegurado,canal,prima_mensual_uf,deducible,asegurado_es_contratante,sucursal,intermediario,pol_colectiva,asegurado_empresa,contratante_empresa
111-18428-18,2025-12-26 00:00:00.000,2026-12-26 00:00:00.000,Escuela de Conductores,Furgón,Empresa,CORREDORES,0.0008675799086757,0,0,La Serena,6815,1,1,1
74-811694-0,2025-04-15 00:00:00.000,2027-08-13 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,CORREDORES,0.0017009915562715865,17,1,Viña del Mar,2229,1,1,1
74-782548-0,2025-05-20 00:00:00.000,2026-05-20 00:00:00.000,Particular,Camioneta,47,DIRECTO,0.000745205479452,3,1,HDI.CL,1962,0,0,0
74-781511-0,2025-05-06 00:00:00.000,2027-05-06 00:00:00.000,Particular,Camioneta,Empresa,DIRECTO,0.001948401826484,10,1,HDI.CL,3585,0,1,1
116-33420-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,52,MASIVO,0.002579908675799,0,0,Valdivia Dealer,2457,0,0,1
85-93267-144,2025-10-01 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Tracto Camión,Empresa,CORREDORES,0.0016009132420091,20,1,Partners,5183,1,1,1
74-811694-0,2025-09-24 00:00:00.000,2026-09-24 00:00:00.000,Particular,Station Wagon,35,MASIVO,0.0016858447488584,0,0,CM Falabella,2457,0,0,1
74-811694-0,2025-10-08 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Camioneta,54,DEALERS,0.0023788690410958,5,1,Casa Matriz Santiago Dealer,8571,0,1,1
85-89826-8,2025-05-15 00:00:00.000,2026-05-15 00:00:00.000,Comercial,Camión,Empresa,CORREDORES,0.00027510754848642394,0,1,Partners,5507,1,1,1
96-485782-0,2024-10-10 00:00:00.000,2026-10-10 00:00:00.000,Particular,Mini Bus,39,DEALERS,0.0013187214611872,5,0,Rancagua Dealer,5433,0,0,0
3-583544-0,2025-12-02 00:00:00.000,2024-05-23 00:00:00.000,Particular,Camioneta,Empresa,CORREDORES,0.0017305936073059,7,1,Rancagua,5399,0,1,1
3-509206-7,2025-04-15 00:00:00.000,2025-07-16 00:00:00.000,Comercial,Camioneta,Empresa,CORREDORES,0.0034672897196261,5,1,Advance,2794,1,1,1
3-504574-10,2024-06-20 00:00:00.000,2025-06-20 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0008977168949771,0,1,Advance,5403,1,1,1
74-811694-0,2025-06-07 00:00:00.000,2026-06-07 00:00:00.000,Escuela de Conductores,Station Wagon,54,CORREDORES,0.001186301369863,3,1,Talca,5562,0,1,1
69-520886-0,2024-05-24 00:00:00.000,2027-05-24 00:00:00.000,Particular,Automóvil,35,DEALERS,0.0016377473363774,10,1,Banca Seguros,2446,0,0,0
69-535007-0,2024-07-05 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,38,MASIVO,0.0008697562848886682,10,0,CM Compara Online,5336,0,0,1
90-436875-0,2024-12-27 00:00:00.000,2025-12-27 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0014611872146118,10,1,Vina del Mar Dealer,7106,0,0,0
3-555818-0,2025-06-01 00:00:00.000,2027-06-01 00:00:00.000,Particular,Automóvil,54,CORREDORES,0.0001146809660481354,3,0,Partners,6933,0,0,0
116-30677-0,2025-04-15 00:00:00.000,2026-06-07 00:00:00.000,Particular,Station Wagon,74,DEALERS,0.001983101191971537,10,0,Banca Seguros,8725,0,0,1
96-548005-0,2025-04-15 00:00:00.000,2027-09-28 00:00:00.000,Particular,Mini Bus,51,DEALERS,0.0007547945205479,5,1,Casa Matriz Santiago Dealer,7381,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,43,MASIVO,0.0012964912280701,3,0,CM Cencosud,4559,0,0,1
74-811694-0,2025-08-26 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,36,MASIVO,0.0009579908675799,5,0,CM Compara Online,5336,0,0,1
74-721733-0,2024-08-12 00:00:00.000,2025-08-12 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0008954245585651307,3,1,HDI.CL,1071,0,0,0
95-378520-0,2025-02-06 00:00:00.000,2026-02-06 00:00:00.000,Particular,Station Wagon,39,DEALERS,0.0011689497716894,10,1,Casa Matriz Santiago Dealer,5726,0,0,0
74-772364-0,2025-04-03 00:00:00.000,2026-04-03 00:00:00.000,Escuela de Conductores,Mini Bus,38,DIRECTO,0.0014474885844748,40,1,HDI.CL,8414,0,0,0
74-812677-49,2025-10-25 00:00:00.000,2026-10-25 00:00:00.000,Escuela de Conductores,Mini Bus,54,CORREDORES,0.0004179932420091,0,1,HDI Club,7460,1,1,1
69-635092-0,2025-06-13 00:00:00.000,2026-06-13 00:00:00.000,Particular,Automóvil,53,MASIVO,0.0009269406392694,5,0,CM Falabella,2457,0,0,1
69-636124-0,2025-06-16 00:00:00.000,2027-06-16 00:00:00.000,Particular,Station Wagon,54,CORREDORES,0.000320138874333278,15,0,Banca Seguros,6953,0,0,1
74-811694-0,2025-10-14 00:00:00.000,2026-10-14 00:00:00.000,Particular,Automóvil,54,MASIVO,0.0008356164383561,3,0,CM Ripley,2850,0,0,1
69-636711-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,56,CORREDORES,0.0010127853881278,3,0,Banca Seguros,6953,0,0,1
74-719330-0,2024-07-18 00:00:00.000,2024-05-23 00:00:00.000,Particular,Camioneta,58,DEALERS,0.0007945205479452,0,0,HDI Santiago,6216,0,0,0
85-91070-65,2025-06-01 00:00:00.000,2026-05-30 00:00:00.000,Escuela de Conductores,Camión,Empresa,CORREDORES,0.0006344595731721808,0,0,Valdivia Dealer,2206,1,1,1
3-569004-26,2025-08-25 00:00:00.000,2025-09-25 00:00:00.000,Comercial,Mini Bus,54,CORREDORES,0.0014516129032258,0,1,Advance,2822,1,1,1
110-1008-7618,2025-08-24 00:00:00.000,2026-08-24 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0007013698630136,0,0,Valdivia Dealer,5072,1,1,1
3-540207-0,2025-03-21 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,Empresa,CORREDORES,0.0017132420091324,3,1,Advance,6023,0,1,1
116-7194-0,2024-12-05 00:00:00.000,2025-12-05 00:00:00.000,Particular,Station Wagon,62,MASIVO,0.0011369863013698,0,0,CM Falabella,2457,0,0,1
33-45027-30,2025-11-01 00:00:00.000,2026-11-01 00:00:00.000,Otros usos comerciales distint,Moto,54,CORREDORES,0.0001826484018264,0,1,La Serena,6070,1,1,1
116-51995-0,2026-02-28 00:00:00.000,2027-02-28 00:00:00.000,Particular,Jeep,61,MASIVO,0.00048583865644031686,5,0,CM Falabella,2457,0,0,1
74-811694-0,2025-08-24 00:00:00.000,2026-08-24 00:00:00.000,Comercial,Furgón,Empresa,CORREDORES,0.0007013698630136,-11,0,Partners,5363,1,1,1
3-592741-0,2026-02-17 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,70,CORREDORES,0.0010639269406392,10,1,Valdivia Dealer,5899,0,0,0
74-773661-0,2025-04-25 00:00:00.000,2026-04-25 00:00:00.000,Escuela de Conductores,Automóvil,33,DEALERS,0.0014812785388127,5,1,HDI.CL,1947,0,0,0
74-811694-0,2024-09-02 00:00:00.000,2025-09-02 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0025844748858447,5,1,Valdivia Dealer,8564,0,0,0
85-88010-1,2025-03-17 00:00:00.000,2026-03-17 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0023004566210045,14,1,Concepción,-673,1,1,1
74-811694-0,2024-04-26 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,36,DEALERS,0.0014849315068493,10,1,Casa Matriz Santiago Dealer,8579,0,0,0
3-576903-0,2025-11-10 00:00:00.000,2026-11-10 00:00:00.000,Particular,Camioneta,Empresa,CORREDORES,0.0018785388127853,5,0,Los Angeles,6902,0,1,0
115-19259-0,2025-04-15 00:00:00.000,2026-12-31 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,CORREDORES,0.0020966671232876,0,1,Banca Seguros,2556,0,1,1
74-811694-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,57,DIRECTO,0.0006666666666666,10,0,HDI.CL,1564,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2025-09-29 00:00:00.000,Escuela de Conductores,Camioneta,36,DEALERS,0.0020018264840182,0,1,Casa Matriz Santiago Dealer,8579,0,0,0
74-811694-0,2026-01-13 00:00:00.000,2027-01-13 00:00:00.000,Comercial,Ambulancia,Empresa,CORREDORES,0.0006169315068493,10,1,Advance,5183,1,1,1
69-527073-0,2024-06-10 00:00:00.000,2025-06-10 00:00:00.000,Particular,Station Wagon,49,MASIVO,0.0013707762557077,3,0,Valdivia Dealer,2457,0,0,1
3-564199-0,2025-08-11 00:00:00.000,2026-08-11 00:00:00.000,Particular,Station Wagon,Empresa,CORREDORES,0.0004081752381801585,5,1,Concepción,5665,0,1,1
74-811694-0,2025-11-14 00:00:00.000,2026-11-14 00:00:00.000,Particular,Station Wagon,37,,0.0009214611872146,26,1,BancoEstado,6872,0,0,0
69-533005-0,2024-07-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,62,DEALERS,0.0011424657534246,5,0,Valdivia Dealer,2457,0,0,1
74-811694-0,2025-04-16 00:00:00.000,2024-05-23 00:00:00.000,Particular,Moto,20,,0.0012583570664206787,10,1,Plus,7977,0,0,0
69-598600-0,2025-04-15 00:00:00.000,2027-03-14 00:00:00.000,Particular,Camioneta,Empresa,CORREDORES,0.0012616439269406,10,0,Banca Seguros,6953,0,1,1
116-36179-0,2025-07-30 00:00:00.000,2026-07-30 00:00:00.000,Particular,Furgón,47,DEALERS,0.0015316320800245896,0,0,CM Falabella,3831,0,0,1
69-620369-0,2025-05-05 00:00:00.000,2026-05-05 00:00:00.000,Particular,Automóvil,54,DEALERS,0.00014584300802262954,7,0,CM Compara Online,5336,0,0,1
115-1600-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Automóvil,Empresa,CORREDORES,0.0016392694063926,0,1,Valdivia Dealer,2556,0,1,1
69-562131-0,2024-10-23 00:00:00.000,2025-10-23 00:00:00.000,Particular,Automóvil,65,MASIVO,0.0011223744292237,3,0,CM Falabella,2457,0,0,1
69-699508-0,2025-04-15 00:00:00.000,2028-11-07 00:00:00.000,Particular,Mini Bus,54,CORREDORES,0.0006849148418491,5,1,Banca Seguros,2446,0,0,0
69-621796-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,37,MASIVO,0.001110502283105,3,0,CM Falabella,2457,0,0,1
83-67464-0,2024-09-08 01:00:00.000,2025-09-08 00:00:00.000,Particular,Station Wagon,32,,0.0011176757990867,10,1,Valdivia Dealer,6872,0,0,0
95-404535-0,2025-11-01 00:00:00.000,2027-11-01 00:00:00.000,Particular,Station Wagon,19,DEALERS,0.0015454511872146,3,1,Casa Matriz Santiago Dealer,5919,0,0,0
69-714749-0,2025-12-03 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,50,MASIVO,0.0010648401826484,5,0,Valdivia Dealer,3429,0,0,1
3-578311-119,2026-02-12 00:00:00.000,2026-10-24 00:00:00.000,Escuela de Conductores,Camioneta,Empresa,DEALERS,0.0009356955380577,0,0,Partners,3244,1,1,1
74-781641-155,2025-04-15 00:00:00.000,2026-06-01 00:00:00.000,Transporte de Carga,Mini Bus,Empresa,DEALERS,0.00040231970327198323,-6,1,Corporate,2219,1,1,1
74-811694-0,2025-04-15 00:00:00.000,2026-04-25 00:00:00.000,Particular,Station Wagon,53,DEALERS,0.0012287313375175949,25,1,BancoEstado,6872,0,0,0
74-783858-0,2025-04-15 00:00:00.000,2026-06-16 00:00:00.000,Particular,Mini Bus,66,DIRECTO,0.0018392694063926,5,0,Valdivia Dealer,1080,0,0,0
85-57277-152,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,54,CORREDORES,0.005919540229885,5,1,Valdivia Dealer,2229,1,1,1
83-125177-0,2025-11-28 00:00:00.000,2026-11-28 00:00:00.000,Particular,Mini Bus,65,DEALERS,0.0004920532420091,3,1,BancoEstado,6872,0,0,0
3-575163-9,2025-09-30 00:00:00.000,2026-09-30 00:00:00.000,Comercial,Mini Bus,54,,0.0027665124843506755,10,1,Kontakto,4722,1,1,1
36-20678-0,2024-01-13 00:00:00.000,2025-01-13 00:00:00.000,,Mini Bus,54,DIRECTO,3.990197323848444e-06,0,1,HDI.CL,8414,0,0,0
74-811694-0,2025-02-07 00:00:00.000,2026-02-07 00:00:00.000,Particular,Station Wagon,49,DEALERS,0.0016255707762557,10,1,Valdivia Dealer,8650,0,0,0
74-811694-0,2025-12-15 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Furgón,Empresa,CORREDORES,0.0045687548717806906,5,1,Concepción,5348,1,1,1
96-550541-0,2025-04-15 00:00:00.000,2026-10-03 00:00:00.000,Escuela de Conductores,Station Wagon,54,DEALERS,0.0012248026841685355,5,0,Casa Matriz Santiago Dealer,7917,0,0,0
95-380848-0,2025-04-15 00:00:00.000,2026-03-17 00:00:00.000,Escuela de Conductores,Automóvil,49,DEALERS,0.0011680365296803,10,1,Casa Matriz Santiago Dealer,8559,0,0,0
74-811694-0,2026-02-03 00:00:00.000,2027-02-03 00:00:00.000,Particular,Mini Bus,35,DIRECTO,0.0019168327046206848,10,0,HDI.CL,8414,0,0,0
69-540933-0,2024-08-05 00:00:00.000,2025-08-05 00:00:00.000,Escuela de Conductores,Station Wagon,57,DEALERS,0.0011651338651737608,3,0,CM Falabella,2457,0,0,1
96-470067-0,2025-04-15 00:00:00.000,2025-07-19 00:00:00.000,Particular,Automóvil,35,DEALERS,0.0009050228310502,5,1,Valdivia Dealer,8650,0,0,0
74-811694-0,2025-07-03 00:00:00.000,2027-07-03 00:00:00.000,Particular,Mini Bus,43,DEALERS,0.0011356164383561,3,1,Talca Dealer,8650,0,0,0
69-405094-0,2025-08-02 00:00:00.000,2026-08-02 00:00:00.000,Particular,Station Wagon,48,CORREDORES,0.000479598857389747,5,0,Banca Seguros,2634,0,0,1
74-811694-0,2023-12-22 00:00:00.000,2024-12-22 00:00:00.000,Transporte de Carga,Camión,Empresa,CORREDORES,0.0047978142076502,3,1,Valdivia Dealer,7663,0,1,1
69-717853-0,2026-01-21 00:00:00.000,2027-01-21 00:00:00.000,Particular,Camioneta,46,MASIVO,0.0026182648401826,18,0,CM Falabella,2457,0,0,1
74-719840-0,2024-07-23 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Mini Bus,Empresa,CORREDORES,0.0023223744292237,-2,1,Concepción,2925,0,1,1
115-20442-0,2025-12-31 00:00:00.000,2026-10-26 00:00:00.000,Otros usos comerciales distint,Camión,Empresa,CORREDORES,0.0056500005574136,0,1,Banca Seguros,2556,0,1,1
85-77918-108,2024-07-31 00:00:00.000,2025-07-31 00:00:00.000,Escuela de Conductores,Tracto Camión,Empresa,DEALERS,0.0013844748858447,0,1,Partners,5356,1,1,1
69-678524-0,2025-09-20 00:00:00.000,2026-09-20 00:00:00.000,Particular,Station Wagon,43,MASIVO,0.0007461187214611,0,0,CM Compara Online,5336,0,0,1
74-811694-0,2025-04-15 00:00:00.000,2027-09-28 00:00:00.000,Particular,Station Wagon,64,DEALERS,0.0014789954337899,10,1,Casa Matriz Santiago Dealer,6973,0,0,0
90-394715-0,2024-02-13 00:00:00.000,2025-02-13 00:00:00.000,Particular,Mini Bus,48,DEALERS,0.0020034873847567286,5,1,Casa Matriz Santiago Dealer,8579,0,0,0
83-87807-0,2025-02-27 00:00:00.000,2026-02-27 00:00:00.000,Escuela de Conductores,Mini Bus,46,,0.0008429223744292,5,1,BancoEstado,6872,0,0,0
116-15127-0,2025-08-25 00:00:00.000,2026-08-25 00:00:00.000,Particular,Mini Bus,43,DEALERS,0.0007902619294689288,0,0,CM Falabella,2457,0,0,1
85-93267-202,2025-10-01 00:00:00.000,2027-10-01 00:00:00.000,Comercial,Camión,Empresa,CORREDORES,0.0036944339688371837,20,1,Partners,5183,1,1,1
69-738075-0,2026-03-01 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,61,DEALERS,0.0016520547945205,5,1,Banca Seguros,2556,0,0,0
90-437835-0,2025-04-15 00:00:00.000,2026-12-15 00:00:00.000,Particular,Station Wagon,35,DEALERS,0.0011458211939748368,21,1,Valdivia Dealer,7586,0,0,0
74-811694-0,2025-04-23 00:00:00.000,2028-04-23 00:00:00.000,Escuela de Conductores,Mini Bus,54,CORREDORES,0.0012403456508515,10,1,Banca Seguros,2446,0,0,0
3-523852-0,2025-04-15 00:00:00.000,2026-10-31 00:00:00.000,Comercial,Furgón,Empresa,CORREDORES,0.0006324200913242,-5,1,Corporate,6120,0,1,1
74-811694-0,2024-09-10 00:00:00.000,2025-09-10 00:00:00.000,Particular,Station Wagon,36,DEALERS,0.002516349198519548,12,1,Casa Matriz Santiago Dealer,7311,0,0,0
94-84918-0,2025-10-30 00:00:00.000,2026-10-30 00:00:00.000,Particular,Automóvil,35,DEALERS,0.001701281872705066,3,1,Casa Matriz Santiago Dealer,7883,0,0,0
95-372920-0,2024-12-16 00:00:00.000,2025-12-16 00:00:00.000,Vehículos de Reparto,Furgón,42,DEALERS,0.0012575342465753,5,1,Casa Matriz Santiago Dealer,8518,0,0,0
96-514342-0,2025-04-28 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0016867579908675,5,1,Casa Matriz Santiago Dealer,2206,0,0,0
90-488471-0,2026-02-14 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Camioneta,61,DEALERS,0.0009951383987731022,10,0,Valdivia Dealer,7034,0,0,0
85-89962-5,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Camión,Empresa,CORREDORES,0.0026168949771689,10,1,La Serena,7044,1,1,1
74-811694-0,2025-04-15 00:00:00.000,2026-10-15 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,CORREDORES,0.0031964720194647,10,1,Corporate,2639,1,1,1
90-418211-0,2024-08-30 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0020547945205479,15,1,Casa Matriz Santiago Dealer,11015,0,0,0
3-505400-0,2024-07-07 00:00:00.000,2025-07-07 00:00:00.000,Particular,Station Wagon,60,DEALERS,0.0016319634703196,3,1,HDI Santiago,7591,0,0,0
3-582874-0,2025-11-27 00:00:00.000,2026-11-27 00:00:00.000,Particular,Mini Bus,54,CORREDORES,0.0010894977168949,3,0,HDI Club,5037,0,0,0
83-75058-0,2024-11-01 00:00:00.000,2025-11-01 00:00:00.000,Escuela de Conductores,Camión,54,DEALERS,1.68347945205e-05,0,0,BancoEstado,6978,0,1,1
74-811694-0,2025-06-28 00:00:00.000,2026-06-28 00:00:00.000,Escuela de Conductores,Station Wagon,61,DEALERS,0.0010082191780821,3,0,CM Falabella,3544,0,0,1
90-463035-0,2025-08-06 00:00:00.000,2026-08-06 00:00:00.000,Escuela de Conductores,Automóvil,45,DEALERS,0.0011515981735159,5,1,Casa Matriz Santiago Dealer,8579,0,0,0
96-503643-0,2025-04-15 00:00:00.000,2026-02-20 00:00:00.000,Particular,Automóvil,Empresa,DEALERS,0.0025442922374429,3,0,Casa Matriz Santiago Dealer,7381,0,1,0
74-811694-0,2025-04-15 00:00:00.000,2026-10-29 00:00:00.000,Particular,Furgón,34,,0.0010876712328767,0,1,BancoEstado,5885,0,0,0
3-586062-0,2026-01-07 00:00:00.000,2027-01-07 00:00:00.000,Particular,Jeep,69,CORREDORES,0.0028913242009132,0,1,Valdivia Dealer,7474,0,0,0
74-811694-0,2026-02-13 00:00:00.000,2027-02-13 00:00:00.000,Particular,Station Wagon,31,MASIVO,0.0015123287671232,3,0,CM Ripley,2850,0,0,1
3-492198-748,2024-09-09 00:00:00.000,2025-02-14 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0011244725738396,0,1,Valdivia Dealer,2978,1,1,1
69-549440-0,2025-04-15 00:00:00.000,2025-09-21 00:00:00.000,Escuela de Conductores,Automóvil,65,DEALERS,0.0014091324200913,3,0,CM Ripley,3073,0,0,1
93-80264-0,2024-08-30 00:00:00.000,2025-08-30 00:00:00.000,Particular,Automóvil,40,DEALERS,0.0019650907465786124,3,1,Valdivia Dealer,8516,0,0,0
115-11718-0,2025-12-31 00:00:00.000,2026-12-31 00:00:00.000,Otros usos comerciales distint,Station Wagon,Empresa,DEALERS,0.00216,0,1,Banca Seguros,2556,0,1,1
116-10042-0,2025-06-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,64,MASIVO,0.0012328767123287,0,0,CM Falabella,2457,0,0,1
74-811694-0,2023-12-28 00:00:00.000,2024-12-28 00:00:00.000,Otros usos comerciales distint,Mini Bus,54,CORREDORES,0.0002617025320966066,5,1,HDI Santiago,5976,0,1,1
74-811694-0,2025-04-15 00:00:00.000,2025-12-16 00:00:00.000,Particular,Station Wagon,59,DEALERS,0.0016425438596491,0,0,CM Falabella,2457,0,0,1
114-27509-0,2026-03-13 00:00:00.000,2027-03-13 00:00:00.000,Escuela de Conductores,Station Wagon,37,DEALERS,0.0017616438356164,8,0,Casa Matriz Santiago Dealer,8650,0,0,0
90-465047-0,2025-08-27 00:00:00.000,2026-08-27 00:00:00.000,Particular,Mini Bus,56,DEALERS,0.0013625570776255,10,1,Casa Matriz Santiago Dealer,8579,0,0,0
74-811694-0,2025-02-20 00:00:00.000,2027-02-20 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0027429223744292,0,1,Valdivia Dealer,7381,0,0,0
3-519404-0,2024-10-20 00:00:00.000,2025-10-20 00:00:00.000,Particular,Station Wagon,76,CORREDORES,0.0015965724205553766,3,1,HDI Santiago,8682,0,0,0
85-92267-450,2025-04-15 00:00:00.000,2026-07-31 00:00:00.000,Comercial,Tracto Camión,54,CORREDORES,3.37899543378e-05,26,1,Advance,5356,1,1,1
95-401618-0,2025-10-28 00:00:00.000,2026-10-28 00:00:00.000,Particular,Mini Bus,55,DEALERS,0.0021461187214611,3,1,Casa Matriz Santiago Dealer,6097,0,0,0
3-492809-0,2024-03-27 00:00:00.000,2027-03-27 00:00:00.000,Particular,Mini Bus,32,CORREDORES,0.0093616438356164,10,1,Banca Seguros,2446,0,0,0
95-373871-0,2024-12-05 00:00:00.000,2025-12-05 00:00:00.000,Escuela de Conductores,Automóvil,34,DEALERS,0.003172602739726,20,1,Talca Dealer,6819,0,0,0
3-482003-0,2023-12-28 00:00:00.000,2025-06-01 00:00:00.000,Particular,Camioneta,24,CORREDORES,0.0032885476647472,3,0,Valdivia Dealer,8573,0,0,0
74-811694-0,2025-06-13 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,70,DEALERS,0.001593607305936,10,1,Casa Matriz Santiago Dealer,7381,0,0,0
69-602864-0,2025-03-19 00:00:00.000,2026-03-19 00:00:00.000,Particular,Automóvil,62,MASIVO,0.0027908675799086,5,0,CM Falabella,2457,0,0,1
96-472731-0,2024-08-11 00:00:00.000,2025-08-11 00:00:00.000,Particular,Station Wagon,72,DEALERS,0.0014511415525114,10,1,Casa Matriz Santiago Dealer,2206,0,0,0
69-722666-0,2026-01-16 00:00:00.000,2027-01-16 00:00:00.000,Particular,Automóvil,53,MASIVO,0.0012575342465753,0,0,CM Falabella,2457,0,0,1
115-20593-0,2025-04-15 00:00:00.000,2026-12-31 00:00:00.000,Otros usos comerciales distint,Mini Bus,Empresa,CORREDORES,0.0062733333333333,0,1,Banca Seguros,2556,0,1,1
69-555755-0,2024-10-10 00:00:00.000,2025-10-10 00:00:00.000,Escuela de Conductores,Station Wagon,66,MASIVO,0.001012213880365741,-18,0,Valdivia Dealer,2457,0,0,1
69-556741-0,2024-10-15 00:00:00.000,2025-10-15 00:00:00.000,Particular,Station Wagon,49,CORREDORES,0.0010332940530626395,10,1,Valdivia Dealer,2556,0,0,0
69-529131-0,2025-04-15 00:00:00.000,2025-06-30 00:00:00.000,Particular,Station Wagon,42,MASIVO,0.0013817351598173,-15,0,CM Cencosud,5559,0,0,1
95-361197-0,2024-08-18 00:00:00.000,2025-08-18 00:00:00.000,Particular,Camioneta,Empresa,DEALERS,0.0024575342465753,6,0,Casa Matriz Santiago Dealer,8620,0,1,0
74-770338-0,2025-03-31 00:00:00.000,2026-03-31 00:00:00.000,Escuela de Conductores,Automóvil,31,,0.0010228310502283,0,1,Valdivia Dealer,6344,0,0,0
69-684352-0,2025-09-02 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,49,MASIVO,0.0013017219403936762,3,0,CM Ripley,2810,0,0,1
69-591154-0,2025-02-03 00:00:00.000,2028-02-03 00:00:00.000,Escuela de Conductores,Station Wagon,65,CORREDORES,0.0008426179604261,5,1,Valdivia Dealer,2446,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2026-03-21 00:00:00.000,Escuela de Conductores,Station Wagon,42,DEALERS,0.0023479452054794,10,1,Valdivia Dealer,9409,0,0,0
74-811694-0,2025-09-28 00:00:00.000,2026-09-28 00:00:00.000,Vehículos de Reparto,Camioneta,Empresa,DIRECTO,0.0017753032871011818,3,1,HDI.CL,1080,0,1,1
85-78601-0,2025-04-15 00:00:00.000,2026-07-31 00:00:00.000,Comercial,Mini Bus,Empresa,DEALERS,0.0002739726027397,0,1,Valdivia Dealer,6529,0,1,1
116-40925-0,2025-11-20 00:00:00.000,2026-11-20 00:00:00.000,Particular,Station Wagon,60,MASIVO,0.0011525114155251,-15,0,CM Falabella,2457,0,0,1
69-524195-0,2024-06-02 00:00:00.000,2025-06-02 00:00:00.000,Escuela de Conductores,Station Wagon,36,CORREDORES,0.0017771689497716,5,0,Banca Seguros,6953,0,0,1
